period,stock_symbol,free_cash_flow,end_cash_position,begin_cash_position,changes_in_cash,operating_cashflow,cashflow_from_cont_operation
2023-12-31 00:00:00,VST,3777000000.00,3539000000.00,525000000.00,3014000000.00,5453000000.00,5453000000.00
2022-12-31 00:00:00,VST,-816000000.00,525000000.00,1359000000.00,-834000000.00,485000000.00,485000000.00
2021-12-31 00:00:00,VST,-1239000000.00,1359000000.00,444000000.00,915000000.00,-206000000.00,-206000000.00
2020-12-31 00:00:00,VST,2078000000.00,444000000.00,475000000.00,-31000000.00,3337000000.00,3337000000.00
2019-12-31 00:00:00,VST,,,,,,
2023-12-31 00:00:00,VMC,664200000.00,949200000.00,161500000.00,787700000.00,1536800000.00,1536800000.00
2022-12-31 00:00:00,VMC,535600000.00,161500000.00,241500000.00,-80000000.00,1148200000.00,1148200000.00
2021-12-31 00:00:00,VMC,560600000.00,241500000.00,1198000000.00,-956500000.00,1011900000.00,1011900000.00
2020-12-31 00:00:00,VMC,708200000.00,1198000000.00,274500000.00,923500000.00,1070400000.00,1070400000.00
2019-12-31 00:00:00,VMC,,,,,,
2023-12-31 00:00:00,WRB,2876158000.00,1363195000.00,1449346000.00,-95221000.00,2929238000.00,2929238000.00
2022-12-31 00:00:00,WRB,2515920000.00,1449346000.00,1568843000.00,-94743000.00,2568604000.00,2568604000.00
2021-12-31 00:00:00,WRB,2117353000.00,1568843000.00,2372366000.00,-799328000.00,2183987000.00,2183987000.00
2020-12-31 00:00:00,WRB,1578515000.00,2372366000.00,1023710000.00,1338539000.00,1616686000.00,1616686000.00
2019-12-31 00:00:00,WRB,,,,,,
2023-12-31 00:00:00,GWW,1586000000.00,660000000.00,325000000.00,331000000.00,2031000000.00,2031000000.00
2022-12-31 00:00:00,GWW,1077000000.00,325000000.00,241000000.00,98000000.00,1333000000.00,1333000000.00
2021-12-31 00:00:00,GWW,682000000.00,241000000.00,585000000.00,-328000000.00,937000000.00,937000000.00
2020-12-31 00:00:00,GWW,926000000.00,585000000.00,360000000.00,218000000.00,1123000000.00,1123000000.00
2019-12-31 00:00:00,GWW,,,,,,
2023-12-31 00:00:00,WAB,1015000000.00,620000000.00,541000000.00,76000000.00,1201000000.00,1201000000.00
2022-12-31 00:00:00,WAB,889000000.00,541000000.00,473000000.00,95000000.00,1038000000.00,1038000000.00
2021-12-31 00:00:00,WAB,943000000.00,473000000.00,599000000.00,-120000000.00,1073000000.00,1073000000.00
2020-12-31 00:00:00,WAB,648000000.00,599000000.00,604000000.00,10000000.00,784000000.00,784000000.00
2019-12-31 00:00:00,WAB,,,,,,
2023-08-31 00:00:00,WBA,141000000.00,856000000.00,2558000000.00,-1722000000.00,2258000000.00,2257000000.00
2022-08-31 00:00:00,WBA,2165000000.00,2558000000.00,1270000000.00,1335000000.00,3899000000.00,3899000000.00
2021-08-31 00:00:00,WBA,4176000000.00,1270000000.00,746000000.00,590000000.00,5555000000.00,5555000000.00
2020-08-31 00:00:00,WBA,4110000000.00,746000000.00,1207000000.00,-460000000.00,5484000000.00,5484000000.00
2024-01-31 00:00:00,WMT,15120000000.00,9935000000.00,8841000000.00,1025000000.00,35726000000.00,35726000000.00
2023-01-31 00:00:00,WMT,11984000000.00,8841000000.00,14834000000.00,-5920000000.00,28841000000.00,28841000000.00
2022-01-31 00:00:00,WMT,11075000000.00,14834000000.00,17788000000.00,-4662000000.00,24181000000.00,24181000000.00
2021-01-31 00:00:00,WMT,25810000000.00,17788000000.00,9515000000.00,9886000000.00,36074000000.00,36074000000.00
2020-01-31 00:00:00,WMT,,,,,,
2023-09-30 00:00:00,DIS,4897000000.00,14235000000.00,11661000000.00,2501000000.00,9866000000.00,9866000000.00
2022-09-30 00:00:00,DIS,1067000000.00,11661000000.00,16003000000.00,-3739000000.00,6010000000.00,6002000000.00
2021-09-30 00:00:00,DIS,1989000000.00,16003000000.00,17954000000.00,-1981000000.00,5567000000.00,5566000000.00
2020-09-30 00:00:00,DIS,3596000000.00,17954000000.00,5455000000.00,12461000000.00,7618000000.00,7616000000.00
2023-12-31 00:00:00,WBD,6161000000.00,4319000000.00,3930000000.00,381000000.00,7477000000.00,7477000000.00
2022-12-31 00:00:00,WBD,3317000000.00,3930000000.00,3905000000.00,86000000.00,4304000000.00,4304000000.00
2021-12-31 00:00:00,WBD,2425000000.00,3905000000.00,2122000000.00,1889000000.00,2798000000.00,2798000000.00
2020-12-31 00:00:00,WBD,2337000000.00,2122000000.00,1552000000.00,487000000.00,2739000000.00,2739000000.00
2019-12-31 00:00:00,WBD,,,,,,
2023-12-31 00:00:00,WM,1824000000.00,552000000.00,445000000.00,104000000.00,4719000000.00,4719000000.00
2022-12-31 00:00:00,WM,1949000000.00,445000000.00,194000000.00,257000000.00,4536000000.00,4536000000.00
2021-12-31 00:00:00,WM,2434000000.00,194000000.00,648000000.00,-456000000.00,4338000000.00,4338000000.00
2020-12-31 00:00:00,WM,1771000000.00,648000000.00,3647000000.00,-3003000000.00,3403000000.00,3403000000.00
2019-12-31 00:00:00,WM,,,,,,
2023-12-31 00:00:00,WAT,442177000.00,395076000.00,480529000.00,-84505000.00,602809000.00,602809000.00
2022-12-31 00:00:00,WAT,428205000.00,480529000.00,501234000.00,-5939000.00,611661000.00,611661000.00
2021-12-31 00:00:00,WAT,579008000.00,501234000.00,436695000.00,77369000.00,747274000.00,747274000.00
2020-12-31 00:00:00,WAT,618123000.00,436695000.00,335715000.00,85911000.00,790507000.00,790507000.00
2019-12-31 00:00:00,WAT,,,,,,
2023-12-31 00:00:00,WEC,525500000.00,165200000.00,182200000.00,-17000000.00,3018400000.00,3018400000.00
2022-12-31 00:00:00,WEC,-254200000.00,182200000.00,87500000.00,94700000.00,2060700000.00,2060700000.00
2021-12-31 00:00:00,WEC,-220100000.00,87500000.00,72600000.00,14900000.00,2032700000.00,2032700000.00
2020-12-31 00:00:00,WEC,-42800000.00,72600000.00,82300000.00,-9700000.00,2196000000.00,2196000000.00
2019-12-31 00:00:00,WEC,,,,,,
2023-12-31 00:00:00,WFC,40358000000.00,236052000000.00,159157000000.00,76895000000.00,40358000000.00,40358000000.00
2022-12-31 00:00:00,WFC,27048000000.00,159157000000.00,234230000000.00,-75073000000.00,27048000000.00,27048000000.00
2021-12-31 00:00:00,WFC,-11525000000.00,234230000000.00,264612000000.00,-30382000000.00,-11525000000.00,-11525000000.00
2020-12-31 00:00:00,WFC,2051000000.00,264612000000.00,141250000000.00,123362000000.00,2051000000.00,2051000000.00
2019-12-31 00:00:00,WFC,,,,,,
2023-12-31 00:00:00,WELL,1551162000.00,2076083000.00,722292000.00,1342766000.00,1601861000.00,1601861000.00
2022-12-31 00:00:00,WELL,1298217000.00,722292000.00,346755000.00,386170000.00,1328708000.00,1328708000.00
2021-12-31 00:00:00,WELL,1255973000.00,346755000.00,2021043000.00,-1673279000.00,1275325000.00,1275325000.00
2020-12-31 00:00:00,WELL,1347284000.00,2021043000.00,385766000.00,1631826000.00,1364756000.00,1364756000.00
2019-12-31 00:00:00,WELL,,,,,,
2023-12-31 00:00:00,WST,414500000.00,853900000.00,894300000.00,-51800000.00,776500000.00,776400000.00
2022-12-31 00:00:00,WST,439400000.00,894300000.00,762600000.00,142200000.00,724000000.00,724000000.00
2021-12-31 00:00:00,WST,330600000.00,762600000.00,615500000.00,162800000.00,584000000.00,584000000.00
2020-12-31 00:00:00,WST,298100000.00,615500000.00,439100000.00,155900000.00,472500000.00,472500000.00
2019-12-31 00:00:00,WST,,,,,,
2024-06-30 00:00:00,WDC,-781000000.00,1879000000.00,2023000000.00,-134000000.00,-294000000.00,-294000000.00
2023-06-30 00:00:00,WDC,-1229000000.00,2023000000.00,2327000000.00,-295000000.00,-408000000.00,-408000000.00
2022-06-30 00:00:00,WDC,758000000.00,2327000000.00,3370000000.00,-1030000000.00,1880000000.00,1880000000.00
2021-06-30 00:00:00,WDC,752000000.00,3370000000.00,3048000000.00,316000000.00,1898000000.00,1898000000.00
2020-06-30 00:00:00,WDC,,,,,,
2023-12-31 00:00:00,WY,753000000.00,1164000000.00,1581000000.00,-417000000.00,1433000000.00,1433000000.00
2022-12-31 00:00:00,WY,2069000000.00,1581000000.00,1999000000.00,-418000000.00,2832000000.00,2832000000.00
2021-12-31 00:00:00,WY,2569000000.00,1999000000.00,495000000.00,1504000000.00,3159000000.00,3159000000.00
2020-12-31 00:00:00,WY,823000000.00,495000000.00,139000000.00,356000000.00,1529000000.00,1529000000.00
2019-12-31 00:00:00,WY,,,,,,
2023-12-31 00:00:00,WMB,3371000000.00,2150000000.00,152000000.00,1998000000.00,5938000000.00,5938000000.00
2022-12-31 00:00:00,WMB,2606000000.00,152000000.00,1680000000.00,-1528000000.00,4889000000.00,4889000000.00
2021-12-31 00:00:00,WMB,2698000000.00,1680000000.00,142000000.00,1538000000.00,3945000000.00,3945000000.00
2020-12-31 00:00:00,WMB,2221000000.00,142000000.00,289000000.00,-147000000.00,3496000000.00,3496000000.00
2019-12-31 00:00:00,WMB,,,,,,
2023-12-31 00:00:00,WTW,1103000000.00,3792000000.00,4721000000.00,-940000000.00,1345000000.00,1345000000.00
2022-12-31 00:00:00,WTW,608000000.00,4721000000.00,7691000000.00,-2806000000.00,812000000.00,812000000.00
2021-12-31 00:00:00,WTW,1860000000.00,7691000000.00,6301000000.00,1517000000.00,2061000000.00,2061000000.00
2020-12-31 00:00:00,WTW,1488000000.00,6301000000.00,4183000000.00,1992000000.00,1774000000.00,1774000000.00
2019-12-31 00:00:00,WTW,,,,,,
2023-12-31 00:00:00,WYNN,740703000.00,2969412000.00,3782990000.00,-813860000.00,1247879000.00,1247879000.00
2022-12-31 00:00:00,WYNN,-423776000.00,3782990000.00,2531067000.00,1254017000.00,-71272000.00,-71272000.00
2021-12-31 00:00:00,WYNN,-569282000.00,2531067000.00,3486384000.00,-953016000.00,-222591000.00,-222591000.00
2020-12-31 00:00:00,WYNN,-1362540000.00,3486384000.00,2358292000.00,1125061000.00,-1072425000.00,-1072425000.00
2019-12-31 00:00:00,WYNN,,,,,,
2023-12-31 00:00:00,XEL,-527000000.00,129000000.00,111000000.00,18000000.00,5327000000.00,5327000000.00
2022-12-31 00:00:00,XEL,-706000000.00,111000000.00,166000000.00,-55000000.00,3932000000.00,3932000000.00
2021-12-31 00:00:00,XEL,-2055000000.00,166000000.00,129000000.00,37000000.00,2189000000.00,2189000000.00
2020-12-31 00:00:00,XEL,-2521000000.00,129000000.00,248000000.00,-119000000.00,2848000000.00,2848000000.00
2019-12-31 00:00:00,XEL,,,,,,
2023-12-31 00:00:00,XYL,566000000.00,1019000000.00,944000000.00,52000000.00,837000000.00,837000000.00
2022-12-31 00:00:00,XYL,388000000.00,944000000.00,1349000000.00,-385000000.00,596000000.00,596000000.00
2021-12-31 00:00:00,XYL,330000000.00,1349000000.00,1875000000.00,-500000000.00,538000000.00,538000000.00
2020-12-31 00:00:00,XYL,641000000.00,1875000000.00,724000000.00,1128000000.00,824000000.00,824000000.00
2019-12-31 00:00:00,XYL,,,,,,
2023-12-31 00:00:00,YUM,1318000000.00,724000000.00,647000000.00,67000000.00,1603000000.00,1603000000.00
2022-12-31 00:00:00,YUM,1148000000.00,647000000.00,771000000.00,-98000000.00,1427000000.00,1427000000.00
2021-12-31 00:00:00,YUM,1476000000.00,771000000.00,1024000000.00,-234000000.00,1706000000.00,1706000000.00
2020-12-31 00:00:00,YUM,1145000000.00,1024000000.00,768000000.00,232000000.00,1305000000.00,1305000000.00
2019-12-31 00:00:00,YUM,,,,,,
2023-12-31 00:00:00,ZBRA,-91000000.00,137000000.00,117000000.00,21000000.00,-4000000.00,-4000000.00
2022-12-31 00:00:00,ZBRA,413000000.00,105000000.00,344000000.00,-227000000.00,488000000.00,488000000.00
2021-12-31 00:00:00,ZBRA,1010000000.00,332000000.00,192000000.00,152000000.00,1069000000.00,1069000000.00
2020-12-31 00:00:00,ZBRA,895000000.00,168000000.00,30000000.00,164000000.00,962000000.00,962000000.00
2019-12-31 00:00:00,ZBRA,,,,,,
2023-12-31 00:00:00,ZBH,1204100000.00,415800000.00,375700000.00,39200000.00,1581600000.00,1581600000.00
2022-12-31 00:00:00,ZBH,1096800000.00,375700000.00,478500000.00,-88300000.00,1284700000.00,1356200000.00
2021-12-31 00:00:00,ZBH,1347200000.00,478500000.00,802100000.00,-310400000.00,1499200000.00,1404300000.00
2020-12-31 00:00:00,ZBH,1092600000.00,802100000.00,617900000.00,168900000.00,1204500000.00,1075600000.00
2019-12-31 00:00:00,ZBH,,,,,,
2023-12-31 00:00:00,ZTS,1621000000.00,2041000000.00,3581000000.00,-1533000000.00,2353000000.00,2353000000.00
2022-12-31 00:00:00,ZTS,1326000000.00,3581000000.00,3485000000.00,125000000.00,1912000000.00,1912000000.00
2021-12-31 00:00:00,ZTS,1736000000.00,3485000000.00,3604000000.00,-107000000.00,2213000000.00,2213000000.00
2020-12-31 00:00:00,ZTS,1673000000.00,3604000000.00,1934000000.00,1677000000.00,2126000000.00,2126000000.00
2019-12-31 00:00:00,ZTS,,,,,,
2023-09-30 00:00:00,QCOM,9849000000.00,8527000000.00,3099000000.00,5398000000.00,11299000000.00,11698000000.00
2022-09-30 00:00:00,QCOM,6834000000.00,3099000000.00,7116000000.00,-3904000000.00,9096000000.00,9266000000.00
2021-09-30 00:00:00,QCOM,8648000000.00,7116000000.00,6707000000.00,382000000.00,10536000000.00,10536000000.00
2020-09-30 00:00:00,QCOM,4407000000.00,6707000000.00,11839000000.00,-5156000000.00,5814000000.00,5814000000.00
2023-12-31 00:00:00,DGX,864000000.00,686000000.00,315000000.00,371000000.00,1272000000.00,1272000000.00
2022-12-31 00:00:00,DGX,1314000000.00,315000000.00,872000000.00,-557000000.00,1718000000.00,1718000000.00
2021-12-31 00:00:00,DGX,1830000000.00,872000000.00,1158000000.00,-286000000.00,2233000000.00,2233000000.00
2020-12-31 00:00:00,DGX,1587000000.00,1158000000.00,1192000000.00,-34000000.00,2005000000.00,2005000000.00
2019-12-31 00:00:00,DGX,,,,,,
2024-03-31 00:00:00,RL,904900000.00,1670600000.00,1536900000.00,147300000.00,1069700000.00,1069700000.00
2023-03-31 00:00:00,RL,193500000.00,1536900000.00,1872000000.00,-326300000.00,411000000.00,411000000.00
2022-03-31 00:00:00,RL,549000000.00,1872000000.00,2588000000.00,-667700000.00,715900000.00,715900000.00
2021-03-31 00:00:00,RL,273100000.00,2588000000.00,1629800000.00,932700000.00,380900000.00,380900000.00
2020-03-31 00:00:00,RL,,,,,,
2023-09-30 00:00:00,RJF,-3687000000.00,12548000000.00,14659000000.00,-2350000000.00,-3514000000.00,-3514000000.00
2022-09-30 00:00:00,RJF,-19000000.00,14659000000.00,16449000000.00,-1200000000.00,72000000.00,72000000.00
2021-09-30 00:00:00,RJF,6573000000.00,16449000000.00,9634000000.00,6739000000.00,6647000000.00,6647000000.00
2020-09-30 00:00:00,RJF,3949000000.00,9634000000.00,5971000000.00,3662000000.00,4073000000.00,4073000000.00
2023-12-31 00:00:00,RTX,4717000000.00,6587000000.00,6291000000.00,317000000.00,7883000000.00,7883000000.00
2022-12-31 00:00:00,RTX,4393000000.00,6220000000.00,7853000000.00,-1520000000.00,7168000000.00,7168000000.00
2021-12-31 00:00:00,RTX,4629000000.00,7832000000.00,8832000000.00,-978000000.00,7071000000.00,7142000000.00
2020-12-31 00:00:00,RTX,1639000000.00,8802000000.00,7420000000.00,1434000000.00,3606000000.00,4334000000.00
2019-12-31 00:00:00,RTX,,,,,,
2023-12-31 00:00:00,O,2958769000.00,292175000.00,226881000.00,41271000.00,2958769000.00,2958769000.00
2022-12-31 00:00:00,O,2563856000.00,226881000.00,332369000.00,-84977000.00,2563856000.00,2563856000.00
2021-12-31 00:00:00,O,1322189000.00,332369000.00,850679000.00,-538386000.00,1322189000.00,1322189000.00
2020-12-31 00:00:00,O,1115543000.00,850679000.00,71005000.00,775243000.00,1115543000.00,1115543000.00
2019-12-31 00:00:00,O,,,,,,
2023-12-31 00:00:00,REG,719591000.00,91354000.00,68776000.00,22578000.00,719591000.00,719591000.00
2022-12-31 00:00:00,REG,655815000.00,68776000.00,95027000.00,-26251000.00,655815000.00,655815000.00
2021-12-31 00:00:00,REG,659388000.00,95027000.00,378450000.00,-283423000.00,659388000.00,659388000.00
2020-12-31 00:00:00,REG,499118000.00,378450000.00,115562000.00,262888000.00,499118000.00,499118000.00
2019-12-31 00:00:00,REG,,,,,,
2023-12-31 00:00:00,REGN,3667600000.00,2737800000.00,3119400000.00,-381200000.00,4594000000.00,4594000000.00
2022-12-31 00:00:00,REGN,3398000000.00,3119400000.00,2898100000.00,221300000.00,5014900000.00,5014900000.00
2021-12-31 00:00:00,REGN,6529400000.00,2898100000.00,2207300000.00,690800000.00,7081300000.00,7081300000.00
2020-12-31 00:00:00,REGN,2003500000.00,2207300000.00,1630300000.00,577000000.00,2618100000.00,2618100000.00
2019-12-31 00:00:00,REGN,,,,,,
2023-12-31 00:00:00,RF,2151000000.00,6801000000.00,11227000000.00,-4426000000.00,2308000000.00,2308000000.00
2022-12-31 00:00:00,RF,2814000000.00,11227000000.00,29411000000.00,-18184000000.00,3102000000.00,3102000000.00
2021-12-31 00:00:00,RF,2958000000.00,29411000000.00,17956000000.00,11455000000.00,3030000000.00,3030000000.00
2020-12-31 00:00:00,RF,2265000000.00,17956000000.00,4114000000.00,13842000000.00,2324000000.00,2324000000.00
2019-12-31 00:00:00,RF,,,,,,
2023-12-31 00:00:00,RSG,1986700000.00,227500000.00,214300000.00,12900000.00,3617800000.00,3617800000.00
2022-12-31 00:00:00,RSG,1736000000.00,214300000.00,105600000.00,111200000.00,3190000000.00,3190000000.00
2021-12-31 00:00:00,RSG,1470400000.00,105600000.00,114200000.00,-8600000.00,2786700000.00,2786700000.00
2020-12-31 00:00:00,RSG,1277000000.00,114200000.00,177400000.00,-63200000.00,2471600000.00,2471600000.00
2019-12-31 00:00:00,RSG,,,,,,
2024-06-30 00:00:00,RMD,1286404000.00,238361000.00,227891000.00,12189000.00,1401260000.00,1401260000.00
2023-06-30 00:00:00,RMD,559299000.00,227891000.00,273710000.00,-43672000.00,693299000.00,693299000.00
2022-06-30 00:00:00,RMD,195111000.00,273710000.00,295278000.00,-7134000.00,351147000.00,351147000.00
2021-06-30 00:00:00,RMD,619892000.00,295278000.00,463156000.00,-186376000.00,736718000.00,736718000.00
2020-06-30 00:00:00,RMD,,,,,,
2023-12-31 00:00:00,RVTY,9904000.00,914373000.00,470746000.00,457675000.00,91272000.00,279387000.00
2022-12-31 00:00:00,RVTY,594178000.00,470746000.00,619337000.00,-114844000.00,679810000.00,672500000.00
2021-12-31 00:00:00,RVTY,1324730000.00,619337000.00,402614000.00,239649000.00,1410750000.00,1330184000.00
2020-12-31 00:00:00,RVTY,828543000.00,402614000.00,191894000.00,184807000.00,892177000.00,704720000.00
2019-12-31 00:00:00,RVTY,,,,,,
2023-09-30 00:00:00,ROK,1214100000.00,1080400000.00,507900000.00,553300000.00,1374600000.00,1374600000.00
2022-09-30 00:00:00,ROK,682000000.00,507900000.00,679400000.00,-118900000.00,823100000.00,823100000.00
2021-09-30 00:00:00,ROK,1140700000.00,679400000.00,730400000.00,-67800000.00,1261000000.00,1261000000.00
2020-09-30 00:00:00,ROK,1006600000.00,730400000.00,1018400000.00,-296400000.00,1120500000.00,1120500000.00
2023-12-31 00:00:00,ROL,495901000.00,103825000.00,95346000.00,6051000.00,528366000.00,528366000.00
2022-12-31 00:00:00,ROL,435302000.00,95346000.00,105301000.00,-4228000.00,465930000.00,465930000.00
2021-12-31 00:00:00,ROL,374611000.00,105301000.00,98477000.00,12681000.00,401805000.00,401805000.00
2020-12-31 00:00:00,ROL,412556000.00,98477000.00,94276000.00,-7883000.00,435785000.00,435785000.00
2019-12-31 00:00:00,ROL,,,,,,
2023-12-31 00:00:00,ROP,1927100000.00,214300000.00,792800000.00,-590700000.00,2035100000.00,2037400000.00
2022-12-31 00:00:00,ROP,664300000.00,792800000.00,351500000.00,478800000.00,734600000.00,606600000.00
2021-12-31 00:00:00,ROP,1953700000.00,351500000.00,308300000.00,55500000.00,2011900000.00,1655800000.00
2020-12-31 00:00:00,ROP,1482700000.00,308300000.00,709700000.00,-411900000.00,1525100000.00,1123200000.00
2019-12-31 00:00:00,ROP,,,,,,
2024-01-31 00:00:00,ROST,1751678000.00,4935441000.00,4612241000.00,323200000.00,2514490000.00,2514490000.00
2023-01-31 00:00:00,ROST,1035303000.00,4612241000.00,4982382000.00,-370141000.00,1689373000.00,1689373000.00
2022-01-31 00:00:00,ROST,1181009000.00,4982382000.00,4953769000.00,28613000.00,1738849000.00,1738849000.00
2021-01-31 00:00:00,ROST,1840500000.00,4953769000.00,1411410000.00,3542359000.00,2245933000.00,2245933000.00
2020-01-31 00:00:00,ROST,,,,,,
2023-12-31 00:00:00,RCL,580000000.00,497000000.00,1935000000.00,-1439000000.00,4477000000.00,4477000000.00
2022-12-31 00:00:00,RCL,-2229000000.00,1935000000.00,2702000000.00,-765000000.00,481000000.00,481000000.00
2021-12-31 00:00:00,RCL,-4108000000.00,2702000000.00,3684000000.00,-982000000.00,-1878000000.00,-1878000000.00
2020-12-31 00:00:00,RCL,-5696784000.00,3684474000.00,243738000.00,3439569000.00,-3731653000.00,-3731653000.00
2019-12-31 00:00:00,RCL,,,,,,
2023-12-31 00:00:00,SPGI,3567000000.00,1291000000.00,1287000000.00,-8000000.00,3710000000.00,3710000000.00
2022-12-31 00:00:00,SPGI,2514000000.00,1287000000.00,6505000000.00,-5095000000.00,2603000000.00,2603000000.00
2021-12-31 00:00:00,SPGI,3563000000.00,6505000000.00,4122000000.00,2465000000.00,3598000000.00,3598000000.00
2020-12-31 00:00:00,SPGI,3491000000.00,4122000000.00,2886000000.00,1161000000.00,3567000000.00,3567000000.00
2019-12-31 00:00:00,SPGI,,,,,,
2024-01-31 00:00:00,CRM,9498000000.00,8472000000.00,7016000000.00,1430000000.00,10234000000.00,10234000000.00
2023-01-31 00:00:00,CRM,6313000000.00,7016000000.00,5464000000.00,1560000000.00,7111000000.00,7111000000.00
2022-01-31 00:00:00,CRM,5283000000.00,5464000000.00,6195000000.00,-698000000.00,6000000000.00,6000000000.00
2021-01-31 00:00:00,CRM,4091000000.00,6195000000.00,4145000000.00,2024000000.00,4801000000.00,4801000000.00
2020-01-31 00:00:00,CRM,,,,,,
2023-12-31 00:00:00,SBAC,1307695000.00,250946000.00,189283000.00,58929000.00,1544393000.00,1544393000.00
2022-12-31 00:00:00,SBAC,1071257000.00,189283000.00,435626000.00,-243428000.00,1285700000.00,1285700000.00
2021-12-31 00:00:00,SBAC,1056202000.00,435626000.00,342808000.00,105900000.00,1189896000.00,1189896000.00
2020-12-31 00:00:00,SBAC,997467000.00,342808000.00,141120000.00,210650000.00,1126033000.00,1126033000.00
2019-12-31 00:00:00,SBAC,,,,,,
2023-12-31 00:00:00,SLB,4545000000.00,2900000000.00,1655000000.00,1342000000.00,6637000000.00,6637000000.00
2022-12-31 00:00:00,SLB,2005000000.00,1655000000.00,1757000000.00,-50000000.00,3720000000.00,3720000000.00
2021-12-31 00:00:00,SLB,3471000000.00,1757000000.00,844000000.00,908000000.00,4651000000.00,4651000000.00
2020-12-31 00:00:00,SLB,1727000000.00,844000000.00,1137000000.00,-282000000.00,2944000000.00,2944000000.00
2019-12-31 00:00:00,SLB,,,,,,
2024-06-30 00:00:00,STX,664000000.00,1360000000.00,788000000.00,571000000.00,918000000.00,918000000.00
2023-06-30 00:00:00,STX,626000000.00,788000000.00,617000000.00,171000000.00,942000000.00,942000000.00
2022-06-30 00:00:00,STX,1276000000.00,617000000.00,1211000000.00,-594000000.00,1657000000.00,1657000000.00
2021-06-30 00:00:00,STX,1128000000.00,1211000000.00,1724000000.00,-513000000.00,1626000000.00,1626000000.00
2020-06-30 00:00:00,STX,,,,,,
2023-12-31 00:00:00,SRE,-2179000000.00,389000000.00,462000000.00,-79000000.00,6218000000.00,6218000000.00
2022-12-31 00:00:00,SRE,-4215000000.00,462000000.00,581000000.00,-118000000.00,1142000000.00,1142000000.00
2021-12-31 00:00:00,SRE,-1173000000.00,581000000.00,985000000.00,-406000000.00,3842000000.00,3842000000.00
2020-12-31 00:00:00,SRE,-2085000000.00,985000000.00,217000000.00,771000000.00,2591000000.00,3642000000.00
2019-12-31 00:00:00,SRE,,,,,,
2023-12-31 00:00:00,NOW,2704000000.00,1904000000.00,1475000000.00,428000000.00,3398000000.00,3398000000.00
2022-12-31 00:00:00,NOW,2173000000.00,1475000000.00,1732000000.00,-204000000.00,2723000000.00,2723000000.00
2021-12-31 00:00:00,NOW,1799000000.00,1732000000.00,1679000000.00,78000000.00,2191000000.00,2191000000.00
2020-12-31 00:00:00,NOW,1354000000.00,1679000000.00,778000000.00,876000000.00,1786000000.00,1786000000.00
2019-12-31 00:00:00,NOW,,,,,,
2023-12-31 00:00:00,SHW,2633500000.00,276800000.00,198800000.00,58000000.00,3521900000.00,3521900000.00
2022-12-31 00:00:00,SHW,1275400000.00,198800000.00,165700000.00,29900000.00,1919900000.00,1919900000.00
2021-12-31 00:00:00,SHW,1872600000.00,165700000.00,226600000.00,-65800000.00,2244600000.00,2244600000.00
2020-12-31 00:00:00,SHW,3104800000.00,226600000.00,161800000.00,66100000.00,3408600000.00,3408600000.00
2019-12-31 00:00:00,SHW,,,,,,
2023-12-31 00:00:00,SPG,3137510000.00,1168991000.00,621628000.00,547363000.00,3930793000.00,3930793000.00
2022-12-31 00:00:00,SPG,3116580000.00,621628000.00,533936000.00,87692000.00,3766604000.00,3766604000.00
2021-12-31 00:00:00,SPG,3109467000.00,533936000.00,1011613000.00,-477677000.00,3637402000.00,3637402000.00
2020-12-31 00:00:00,SPG,1842579000.00,1011613000.00,669373000.00,342240000.00,2326698000.00,2326698000.00
2019-12-31 00:00:00,SPG,,,,,,
2023-09-30 00:00:00,SWKS,1620300000.00,718800000.00,566000000.00,152800000.00,1856400000.00,1856400000.00
2022-09-30 00:00:00,SWKS,914900000.00,566000000.00,882900000.00,-316900000.00,1424600000.00,1424600000.00
2021-09-30 00:00:00,SWKS,1119900000.00,882900000.00,566700000.00,316200000.00,1772000000.00,1772000000.00
2020-09-30 00:00:00,SWKS,806000000.00,566700000.00,851300000.00,-284600000.00,1204500000.00,1204500000.00
2024-04-30 00:00:00,SJM,642900000.00,62000000.00,655800000.00,-593600000.00,1229400000.00,1229400000.00
2023-04-30 00:00:00,SJM,717000000.00,655800000.00,169900000.00,486000000.00,1194400000.00,1194400000.00
2022-04-30 00:00:00,SJM,718800000.00,169900000.00,334300000.00,-163700000.00,1136300000.00,1136300000.00
2021-04-30 00:00:00,SJM,1258300000.00,334300000.00,391100000.00,-67800000.00,1565000000.00,1565000000.00
2020-04-30 00:00:00,SJM,,,,,,
2023-12-31 00:00:00,SNA,1059200000.00,1001500000.00,757200000.00,249500000.00,1154200000.00,1154200000.00
2022-12-31 00:00:00,SNA,591000000.00,757200000.00,780000000.00,-16000000.00,675200000.00,675200000.00
2021-12-31 00:00:00,SNA,896500000.00,780000000.00,923400000.00,-142600000.00,966600000.00,966600000.00
2020-12-31 00:00:00,SNA,943000000.00,923400000.00,184500000.00,736500000.00,1008600000.00,1008600000.00
2019-12-31 00:00:00,SNA,,,,,,
2023-12-31 00:00:00,SOLV,1625000000.00,194000000.00,61000000.00,133000000.00,1915000000.00,1915000000.00
2022-12-31 00:00:00,SOLV,1428000000.00,61000000.00,91000000.00,-34000000.00,1679000000.00,1679000000.00
2021-12-31 00:00:00,SOLV,1925000000.00,91000000.00,124000000.00,-36000000.00,2202000000.00,2202000000.00
2020-12-31 00:00:00,SOLV,1755000000.00,124000000.00,84000000.00,43000000.00,2026000000.00,2026000000.00
