period,stock_symbol,ordinary_shares_number,share_issued,total_debt,cash_and_cash_equivalents
2020-12-31 00:00:00,LMT,279000000.00,279000000.00,12169000000.00,3160000000.00
2019-12-31 00:00:00,LMT,,,,
2023-12-31 00:00:00,L,222168150.00,222268150.00,9003000000.00,399000000.00
2022-12-31 00:00:00,L,235960991.00,236159866.00,9019000000.00,532000000.00
2021-12-31 00:00:00,L,248400000.00,248450000.00,9079000000.00,621000000.00
2020-12-31 00:00:00,L,269210973.00,269360973.00,10109000000.00,478000000.00
2024-01-31 00:00:00,LOW,574000000.00,574000000.00,40145000000.00,921000000.00
2023-01-31 00:00:00,LOW,601000000.00,601000000.00,37994000000.00,1348000000.00
2022-01-31 00:00:00,LOW,670000000.00,670000000.00,29384000000.00,1133000000.00
2021-01-31 00:00:00,LOW,731000000.00,731000000.00,26211000000.00,4690000000.00
2020-01-31 00:00:00,LOW,,,,
2024-01-31 00:00:00,LULU,126222000.00,126222000.00,1403282000.00,2243971000.00
2023-01-31 00:00:00,LULU,127321000.00,127321000.00,1070334000.00,1154867000.00
2022-01-31 00:00:00,LULU,128500000.00,128500000.00,881052000.00,1259871000.00
2021-01-31 00:00:00,LULU,130353000.00,130353000.00,798681000.00,1150517000.00
2020-01-31 00:00:00,LULU,,,,
2023-12-31 00:00:00,LYB,324483402.00,340422498.00,13001000000.00,3390000000.00
2022-12-31 00:00:00,LYB,326000000.00,340698931.00,13175000000.00,2151000000.00
2021-12-31 00:00:00,LYB,329536389.00,340211994.00,13599000000.00,1472000000.00
2020-12-31 00:00:00,LYB,334015220.00,340045628.00,17489000000.00,1763000000.00
2019-12-31 00:00:00,LYB,,,,
2023-12-31 00:00:00,MTB,166136481.00,179436779.00,13201000000.00,29800000000.00
2022-12-31 00:00:00,MTB,169285391.00,179450810.00,7165000000.00,26476000000.00
2021-12-31 00:00:00,MTB,128689053.00,159741898.00,3485369000.00,43209881000.00
2020-12-31 00:00:00,MTB,128315156.00,159741898.00,4382193000.00,25216553000.00
2023-12-31 00:00:00,MRO,577000000.00,937000000.00,5428000000.00,155000000.00
2022-12-31 00:00:00,MRO,633000000.00,937000000.00,5923000000.00,334000000.00
2021-12-31 00:00:00,MRO,743000000.00,937000000.00,4014000000.00,580000000.00
2020-12-31 00:00:00,MRO,789000000.00,937000000.00,5404000000.00,742000000.00
2019-12-31 00:00:00,MRO,,,,
2023-12-31 00:00:00,MPC,368000000.00,993000000.00,28501000000.00,5443000000.00
2022-12-31 00:00:00,MPC,454000000.00,990000000.00,27909000000.00,8625000000.00
2021-12-31 00:00:00,MPC,579000000.00,984000000.00,26904000000.00,5291000000.00
2020-12-31 00:00:00,MPC,651000000.00,980000000.00,33095000000.00,415000000.00
2019-12-31 00:00:00,MPC,,,,
2023-12-31 00:00:00,MKTX,37899688.00,40940769.00,79677000.00,451280000.00
2022-12-31 00:00:00,MKTX,37648148.00,40918660.00,82676000.00,430746000.00
2021-12-31 00:00:00,MKTX,37918956.00,40911506.00,88425000.00,506735000.00
2020-12-31 00:00:00,MKTX,38005330.00,40851100.00,93612000.00,460858000.00
2019-12-31 00:00:00,MKTX,,,,
2023-12-31 00:00:00,MAR,290539975.00,290539975.00,12760000000.00,338000000.00
2022-12-31 00:00:00,MAR,310600000.00,310600000.00,11098000000.00,507000000.00
2021-12-31 00:00:00,MAR,327300000.00,327300000.00,11236000000.00,1393000000.00
2020-12-31 00:00:00,MAR,324400000.00,324400000.00,11199000000.00,877000000.00
2019-12-31 00:00:00,MAR,,,,
2023-12-31 00:00:00,MMC,492006142.00,560641640.00,15436000000.00,3358000000.00
2022-12-31 00:00:00,MMC,494785726.00,560641640.00,13472000000.00,1442000000.00
2021-12-31 00:00:00,MMC,503536021.00,560641640.00,13162000000.00,1752000000.00
2020-12-31 00:00:00,MMC,507727090.00,560641640.00,13579000000.00,2089000000.00
2019-12-31 00:00:00,MMC,,,,
2023-12-31 00:00:00,MLM,61821421.00,61821421.00,4725200000.00,1271800000.00
2022-12-31 00:00:00,MLM,62100000.00,62100000.00,5428000000.00,358000000.00
2021-12-31 00:00:00,MLM,62400000.00,62400000.00,5534100000.00,258400000.00
2020-12-31 00:00:00,MLM,62300000.00,62300000.00,3084800000.00,207300000.00
2019-12-31 00:00:00,MLM,,,,
2023-12-31 00:00:00,MAS,220600000.00,220600000.00,3206000000.00,634000000.00
2022-12-31 00:00:00,MAS,225300000.00,225300000.00,3445000000.00,452000000.00
2021-12-31 00:00:00,MAS,241200000.00,241200000.00,3169000000.00,926000000.00
2020-12-31 00:00:00,MAS,258200000.00,258200000.00,2983000000.00,1326000000.00
2019-12-31 00:00:00,MAS,,,,
2023-12-31 00:00:00,MA,934000000.00,1409000000.00,15681000000.00,8588000000.00
2022-12-31 00:00:00,MA,956000000.00,1407000000.00,14023000000.00,7008000000.00
2021-12-31 00:00:00,MA,980000000.00,1405000000.00,13901000000.00,7421000000.00
2020-12-31 00:00:00,MA,995454904.00,1404454904.00,12672000000.00,10113000000.00
2019-12-31 00:00:00,MA,,,,
2023-12-31 00:00:00,MTCH,268890470.00,289631352.00,3842242000.00,862440000.00
2022-12-31 00:00:00,MTCH,279625364.00,286817375.00,3835726000.00,572395000.00
2021-12-31 00:00:00,MTCH,283470334.00,283470334.00,3929348000.00,815384000.00
2020-12-31 00:00:00,MTCH,267329284.00,267329284.00,3840930000.00,739164000.00
2019-12-31 00:00:00,MTCH,,,,
2023-11-30 00:00:00,MKC,268100000.00,268100000.00,4591300000.00,166600000.00
2022-11-30 00:00:00,MKC,268000000.00,268000000.00,5325700000.00,334000000.00
2021-11-30 00:00:00,MKC,267300000.00,267300000.00,5388800000.00,351700000.00
2020-11-30 00:00:00,MKC,266900000.00,266900000.00,5007900000.00,423600000.00
2019-11-30 00:00:00,MKC,,,,
2023-12-31 00:00:00,MCD,722700000.00,1660600000.00,53091100000.00,4579300000.00
2022-12-31 00:00:00,MCD,731300000.00,1660600000.00,48699000000.00,2583800000.00
2021-12-31 00:00:00,MCD,744800000.00,1660600000.00,49349100000.00,4709200000.00
2020-12-31 00:00:00,MCD,745400000.00,1660600000.00,51463200000.00,3449100000.00
2019-12-31 00:00:00,MCD,,,,
2024-03-31 00:00:00,MCK,130408286.00,278408286.00,7390000000.00,4583000000.00
2023-03-31 00:00:00,MCK,136000000.00,277000000.00,7295000000.00,4678000000.00
2022-03-31 00:00:00,MCK,145000000.00,275000000.00,7542000000.00,3532000000.00
2021-03-31 00:00:00,MCK,158000000.00,273000000.00,9405000000.00,6278000000.00
2020-03-31 00:00:00,MCK,,,,
2024-04-30 00:00:00,MDT,1311337531.00,1311337531.00,25024000000.00,1284000000.00
2023-04-30 00:00:00,MDT,1330809036.00,1330809036.00,24364000000.00,1543000000.00
2022-04-30 00:00:00,MDT,1330743395.00,1330743395.00,24114000000.00,3714000000.00
2021-04-30 00:00:00,MDT,1345400671.00,1345400671.00,26389000000.00,3593000000.00
2020-04-30 00:00:00,MDT,,,,
2023-12-31 00:00:00,MRK,2531633273.00,3577103522.00,35055000000.00,6841000000.00
2022-12-31 00:00:00,MRK,2537833884.00,3577103522.00,30691000000.00,12694000000.00
2021-12-31 00:00:00,MRK,2527604499.00,3577103522.00,33102000000.00,8096000000.00
2020-12-31 00:00:00,MRK,2530225827.00,3577103522.00,31791000000.00,8050000000.00
2023-12-31 00:00:00,META,2561000000.00,2561000000.00,37234000000.00,41862000000.00
2022-12-31 00:00:00,META,2614000000.00,2614000000.00,26591000000.00,14681000000.00
2021-12-31 00:00:00,META,2741000000.00,2741000000.00,13873000000.00,16601000000.00
2020-12-31 00:00:00,META,2849000000.00,2849000000.00,10654000000.00,17576000000.00
2019-12-31 00:00:00,META,,,,
2023-12-31 00:00:00,MET,730821111.00,1191823651.00,18828000000.00,20639000000.00
2022-12-31 00:00:00,MET,779098414.00,1189831471.00,17980000000.00,20195000000.00
2021-12-31 00:00:00,MET,825540267.00,1186540473.00,17430000000.00,20047000000.00
2020-12-31 00:00:00,MET,892910600.00,1181614288.00,18149000000.00,19795000000.00
2019-12-31 00:00:00,MET,,,,
2023-12-31 00:00:00,MTD,21526172.00,44786011.00,2080839000.00,69807000.00
2022-12-31 00:00:00,MTD,22139009.00,44786011.00,2014534000.00,95966000.00
2021-12-31 00:00:00,MTD,22843103.00,44786011.00,1681942000.00,98564000.00
2020-12-31 00:00:00,MTD,23471841.00,44786011.00,1334491000.00,94254000.00
2023-12-31 00:00:00,MGM,326550141.00,326550141.00,31555428000.00,2927833000.00
2022-12-31 00:00:00,MGM,379087524.00,379087524.00,33994990000.00,5911893000.00
2021-12-31 00:00:00,MGM,453803759.00,453803759.00,24692632000.00,4703059000.00
2020-12-31 00:00:00,MGM,494317865.00,494317865.00,20878837000.00,5101637000.00
2019-12-31 00:00:00,MGM,,,,
2024-03-31 00:00:00,MCHP,536663691.00,577806659.00,6032400000.00,319700000.00
2023-03-31 00:00:00,MCHP,545459814.00,577805623.00,6471400000.00,234000000.00
2022-03-31 00:00:00,MCHP,554500524.00,577805396.00,7721200000.00,317400000.00
2021-03-31 00:00:00,MCHP,547057188.00,568958158.00,8943900000.00,280000000.00
2020-03-31 00:00:00,MCHP,,,,
2024-08-31 00:00:00,MU,1108841326.00,1252841326.00,14007000000.00,7041000000.00
2023-08-31 00:00:00,MU,1098000000.00,1239000000.00,13933000000.00,8577000000.00
2022-08-31 00:00:00,MU,1094000000.00,1226000000.00,7516000000.00,8262000000.00
2021-08-31 00:00:00,MU,1119000000.00,1216000000.00,7280000000.00,7763000000.00
2020-08-31 00:00:00,MU,,,,
2024-06-30 00:00:00,MSFT,7434000000.00,7434000000.00,67127000000.00,18315000000.00
2023-06-30 00:00:00,MSFT,7432000000.00,7432000000.00,59965000000.00,34704000000.00
2022-06-30 00:00:00,MSFT,7464000000.00,7464000000.00,61270000000.00,13931000000.00
2021-06-30 00:00:00,MSFT,7519000000.00,7519000000.00,67775000000.00,14224000000.00
2023-12-31 00:00:00,MAA,116694124.00,116694124.00,4567569000.00,41314000.00
2022-12-31 00:00:00,MAA,115480336.00,115480336.00,4443574000.00,38659000.00
2021-12-31 00:00:00,MAA,115336876.00,115336876.00,4516690000.00,54302000.00
2020-12-31 00:00:00,MAA,114373727.00,114373727.00,4562712000.00,25198000.00
2019-12-31 00:00:00,MAA,,,,
2023-12-31 00:00:00,MRNA,382000000.00,382000000.00,1243000000.00,2907000000.00
2022-12-31 00:00:00,MRNA,385000000.00,385000000.00,1200000000.00,3205000000.00
2021-12-31 00:00:00,MRNA,403000000.00,403000000.00,916000000.00,6848000000.00
2020-12-31 00:00:00,MRNA,398787678.00,398787678.00,237000000.00,2624000000.00
2019-12-31 00:00:00,MRNA,,,,
2023-12-31 00:00:00,MHK,63686000.00,71024000.00,3149866000.00,642550000.00
2022-12-31 00:00:00,MHK,63534000.00,70875000.00,3220536000.00,509623000.00
2021-12-31 00:00:00,MHK,65609000.00,72952000.00,2726609000.00,268895000.00
2020-12-31 00:00:00,MHK,70278000.00,77624000.00,3066910000.00,768625000.00
2019-12-31 00:00:00,MHK,,,,
2023-12-31 00:00:00,MOH,58300000.00,58300000.00,2385000000.00,4848000000.00
2022-12-31 00:00:00,MOH,58000000.00,58000000.00,2391000000.00,4006000000.00
2021-12-31 00:00:00,MOH,58000000.00,58000000.00,2392000000.00,4438000000.00
2020-12-31 00:00:00,MOH,59300000.00,59300000.00,2352000000.00,4154000000.00
2019-12-31 00:00:00,MOH,,,,
2023-12-31 00:00:00,TAP,213300000.00,227200000.00,6270800000.00,868900000.00
2022-12-31 00:00:00,TAP,216300000.00,226800000.00,6607000000.00,600000000.00
2021-12-31 00:00:00,TAP,217000000.00,226500000.00,7207500000.00,637400000.00
2020-12-31 00:00:00,TAP,216681174.00,226181174.00,8275400000.00,770100000.00
2019-12-31 00:00:00,TAP,,,,
2023-12-31 00:00:00,MDLZ,1348482705.00,1996537778.00,19945000000.00,1810000000.00
2022-12-31 00:00:00,MDLZ,1365891091.00,1996537778.00,23447000000.00,1923000000.00
2021-12-31 00:00:00,MDLZ,1391630539.00,1996537778.00,19971000000.00,3546000000.00
2020-12-31 00:00:00,MDLZ,1419174221.00,1996537778.00,20516000000.00,3619000000.00
2019-12-31 00:00:00,MDLZ,,,,
2023-12-31 00:00:00,MPWR,48028000.00,48028000.00,5565000.00,527843000.00
2022-12-31 00:00:00,MPWR,47107000.00,47107000.00,1664000.00,288607000.00
2021-12-31 00:00:00,MPWR,46256000.00,46256000.00,,189265000.00
2020-12-31 00:00:00,MPWR,45267000.00,45267000.00,3099000.00,334944000.00
2019-12-31 00:00:00,MPWR,,,2357000.00,
2023-12-31 00:00:00,MCO,,,,
2022-12-31 00:00:00,MCO,183199910.00,342902272.00,7863000000.00,1769000000.00
2021-12-31 00:00:00,MCO,185639788.00,342902272.00,7973000000.00,1811000000.00
2020-12-31 00:00:00,MCO,187093709.00,342902272.00,6943000000.00,2597000000.00
2019-12-31 00:00:00,MCO,187687129.00,342902272.00,6155000000.00,1832000000.00
2023-12-31 00:00:00,MS,1626828437.00,2038893979.00,276387000000.00,58661000000.00
2022-12-31 00:00:00,MS,1675000000.00,2039842714.00,246216000000.00,92747000000.00
2021-12-31 00:00:00,MS,1772226530.00,2038893979.00,243168000000.00,86838000000.00
2020-12-31 00:00:00,MS,1809624144.00,2038893979.00,232942000000.00,67452000000.00
2019-12-31 00:00:00,MS,,,,
2023-12-31 00:00:00,MOS,324103141.00,393875241.00,3994800000.00,348800000.00
2022-12-31 00:00:00,MOS,339071423.00,391964464.00,3808000000.00,735400000.00
2021-12-31 00:00:00,MOS,368732231.00,390815099.00,4405600000.00,769500000.00
2020-12-31 00:00:00,MOS,379091544.00,389974041.00,4751700000.00,574000000.00
2019-12-31 00:00:00,MOS,,,,
2023-12-31 00:00:00,MSI,166200000.00,167400000.00,6550000000.00,1705000000.00
2022-12-31 00:00:00,MSI,167500000.00,168500000.00,6551000000.00,1325000000.00
2021-12-31 00:00:00,MSI,168700000.00,169600000.00,6130000000.00,1874000000.00
2020-12-31 00:00:00,MSI,169400000.00,170200000.00,5703000000.00,1254000000.00
2019-12-31 00:00:00,MSI,,,,
2023-12-31 00:00:00,MSCI,79091212.00,133817332.00,4627862000.00,457815000.00
2022-12-31 00:00:00,MSCI,79959989.00,133623005.00,4643521000.00,993196000.00
2021-12-31 00:00:00,MSCI,82439449.00,133162178.00,4311451000.00,1421449000.00
2020-12-31 00:00:00,MSCI,82573407.00,132829175.00,3519119000.00,1300521000.00
2023-12-31 00:00:00,NDAQ,575159336.00,598014520.00,10871000000.00,453000000.00
2022-12-31 00:00:00,NDAQ,491592491.00,513157630.00,5851000000.00,502000000.00
2021-12-31 00:00:00,NDAQ,500038905.00,520256817.00,6216000000.00,393000000.00
2020-12-31 00:00:00,NDAQ,494801034.00,513836283.00,5930000000.00,2745000000.00
2019-12-31 00:00:00,NDAQ,,,,
2024-04-30 00:00:00,NTAP,206376661.00,206376661.00,2652000000.00,1903000000.00
2023-04-30 00:00:00,NTAP,212000000.00,212000000.00,2684000000.00,2316000000.00
2022-04-30 00:00:00,NTAP,220000000.00,220000000.00,2940000000.00,4112000000.00
2021-04-30 00:00:00,NTAP,222000000.00,222000000.00,2752000000.00,4529000000.00
2020-04-30 00:00:00,NTAP,,,,
2023-12-31 00:00:00,NFLX,432759584.00,448837852.00,14543261000.00,7116913000.00
2022-12-31 00:00:00,NFLX,445346776.00,446911254.00,14353076000.00,5147176000.00
2021-12-31 00:00:00,NFLX,443963107.00,445527585.00,15392895000.00,6027804000.00
2020-12-31 00:00:00,NFLX,442895261.00,442895261.00,16308973000.00,8205550000.00
2019-12-31 00:00:00,NFLX,,,,
2023-12-31 00:00:00,NEM,1152491820.00,1159491820.00,9436000000.00,3002000000.00
2022-12-31 00:00:00,NEM,793000000.00,799000000.00,6132000000.00,2877000000.00
2021-12-31 00:00:00,NEM,792000000.00,797000000.00,6302000000.00,4992000000.00
2020-12-31 00:00:00,NEM,800000000.00,804000000.00,6702000000.00,5540000000.00
2019-12-31 00:00:00,NEM,,,,
2024-06-30 00:00:00,NWSA,569093921.00,674892758.00,4053000000.00,1960000000.00
2023-06-30 00:00:00,NWSA,571959816.00,677758653.00,4207000000.00,1833000000.00
2022-06-30 00:00:00,NWSA,584370683.00,690169520.00,4155000000.00,1822000000.00
2021-06-30 00:00:00,NWSA,590842287.00,696641124.00,3572000000.00,2236000000.00
2020-06-30 00:00:00,NWSA,,,,
2024-06-30 00:00:00,NWS,569093921.00,674892758.00,4053000000.00,1960000000.00
2023-06-30 00:00:00,NWS,571959816.00,677758653.00,4207000000.00,1833000000.00
2022-06-30 00:00:00,NWS,584370683.00,690169520.00,4155000000.00,1822000000.00
2021-06-30 00:00:00,NWS,590842287.00,696641124.00,3572000000.00,2236000000.00
2020-06-30 00:00:00,NWS,,,,
2023-12-31 00:00:00,NEE,2052000000.00,2052000000.00,73211000000.00,2690000000.00
2022-12-31 00:00:00,NEE,1987000000.00,1987000000.00,64966000000.00,1601000000.00
2021-12-31 00:00:00,NEE,1963000000.00,1963000000.00,54827000000.00,639000000.00
2020-12-31 00:00:00,NEE,1960000000.00,1960000000.00,48091000000.00,1105000000.00
2019-12-31 00:00:00,NEE,,,,
2024-05-31 00:00:00,NKE,1503000000.00,1503000000.00,11952000000.00,9860000000.00
2023-05-31 00:00:00,NKE,1532000000.00,1532000000.00,12144000000.00,7441000000.00
2022-05-31 00:00:00,NKE,1571000000.00,1571000000.00,12627000000.00,8574000000.00
2021-05-31 00:00:00,NKE,1578000000.00,1578000000.00,12813000000.00,9889000000.00
2020-05-31 00:00:00,NKE,,,,
2023-12-31 00:00:00,NI,447381671.00,451344671.00,14127900000.00,2245400000.00
2022-12-31 00:00:00,NI,412142602.00,416105602.00,11315500000.00,40800000.00
2021-12-31 00:00:00,NI,405303023.00,405303023.00,9993600000.00,84200000.00
2020-12-31 00:00:00,NI,391760051.00,391760051.00,9947700000.00,116500000.00
2019-12-31 00:00:00,NI,,,,
2023-10-31 00:00:00,NDSN,57007000.00,98023000.00,1862909000.00,115679000.00
2022-10-31 00:00:00,NDSN,57111000.00,98023000.00,860454000.00,163457000.00
2021-10-31 00:00:00,NDSN,58154000.00,98023000.00,951547000.00,299972000.00
2020-10-31 00:00:00,NDSN,58081000.00,98023000.00,1248684000.00,208293000.00
2019-10-31 00:00:00,NDSN,,,,
2023-12-31 00:00:00,NSC,225681254.00,246002031.00,17571000000.00,1568000000.00
2022-12-31 00:00:00,NSC,228076415.00,248397192.00,15592000000.00,456000000.00
2021-12-31 00:00:00,NSC,240162790.00,260483567.00,14253000000.00,839000000.00
2020-12-31 00:00:00,NSC,252095082.00,272415859.00,13114000000.00,1115000000.00
2019-12-31 00:00:00,NSC,,,,
2023-12-31 00:00:00,NTRS,205126224.00,245171524.00,13406000000.00,41056700000.00
2022-12-31 00:00:00,NTRS,208428309.00,245171524.00,12382700000.00,46625700000.00
2021-12-31 00:00:00,NTRS,207761875.00,245171524.00,7235000000.00,69588400000.00
2020-12-31 00:00:00,NTRS,208289178.00,245171524.00,8601000000.00,64265700000.00
2019-12-31 00:00:00,NTRS,,,,
2023-12-31 00:00:00,NOC,150109271.00,150109271.00,15678000000.00,3109000000.00
2022-12-31 00:00:00,NOC,153157924.00,153157924.00,13629000000.00,2577000000.00
2021-12-31 00:00:00,NOC,156284423.00,156284423.00,14373000000.00,3530000000.00
2020-12-31 00:00:00,NOC,166717179.00,166717179.00,16346000000.00,4907000000.00
2019-12-31 00:00:00,NOC,,,,
2023-12-31 00:00:00,NCLH,425546570.00,425546570.00,14058925000.00,402415000.00
2022-12-31 00:00:00,NCLH,421413565.00,421413565.00,13621530000.00,946987000.00
2021-12-31 00:00:00,NCLH,416891915.00,416891915.00,12446590000.00,1506647000.00
2020-12-31 00:00:00,NCLH,315636032.00,315636032.00,11806119000.00,3300482000.00
2019-12-31 00:00:00,NCLH,,,,
2023-12-31 00:00:00,NRG,208130950.00,267330470.00,10971000000.00,541000000.00
2022-12-31 00:00:00,NRG,229561030.00,423897001.00,8302000000.00,430000000.00
2021-12-31 00:00:00,NRG,243753899.00,423547174.00,8287000000.00,250000000.00
2020-12-31 00:00:00,NRG,244231933.00,423057848.00,9039000000.00,3905000000.00
2019-12-31 00:00:00,NRG,,,,
2023-12-31 00:00:00,NUE,244902000.00,380154000.00,6842186000.00,6383298000.00
2022-12-31 00:00:00,NUE,253493000.00,380154000.00,6691350000.00,4280852000.00
2021-12-31 00:00:00,NUE,272412000.00,380154000.00,5684811000.00,2364858000.00
2020-12-31 00:00:00,NUE,302245000.00,380154000.00,5340580000.00,2639671000.00
2019-12-31 00:00:00,NUE,,,,
2024-01-31 00:00:00,NVDA,24640000000.00,24640000000.00,11056000000.00,7280000000.00
2023-01-31 00:00:00,NVDA,24661365720.00,24661365720.00,12031000000.00,3389000000.00
2022-01-31 00:00:00,NVDA,25060000000.00,25060000000.00,11831000000.00,1990000000.00
2021-01-31 00:00:00,NVDA,24800000000.00,38600000000.00,7597000000.00,847000000.00
2020-01-31 00:00:00,NVDA,,,,
2023-12-31 00:00:00,NVR,3088179.00,20555330.00,1014299000.00,3162894000.00
2022-12-31 00:00:00,NVR,3218933.00,20555330.00,1007674000.00,2522839000.00
2021-12-31 00:00:00,NVR,3447441.00,20555330.00,1590820000.00,2573467000.00
2020-12-31 00:00:00,NVR,3695577.00,20555330.00,1590051000.00,2778267000.00
2019-12-31 00:00:00,NVR,,,,
2023-12-31 00:00:00,NXPI,257190053.00,274519638.00,11175000000.00,3648000000.00
2022-12-31 00:00:00,NXPI,259463406.00,274519638.00,11165000000.00,3618000000.00
2021-12-31 00:00:00,NXPI,264950279.00,274519638.00,10572000000.00,2830000000.00
2020-12-31 00:00:00,NXPI,280474686.00,289519638.00,7609000000.00,2275000000.00
2019-12-31 00:00:00,NXPI,,,,
2023-12-31 00:00:00,ORLY,59072792.00,59072792.00,7841005000.00,279132000.00
2022-12-31 00:00:00,ORLY,62353221.00,62353221.00,6545030000.00,108583000.00
2021-12-31 00:00:00,ORLY,67029042.00,67029042.00,5866567000.00,362113000.00
2020-12-31 00:00:00,ORLY,71123109.00,71123109.00,6164686000.00,465640000.00
2019-12-31 00:00:00,ORLY,,,,
2023-12-31 00:00:00,OXY,879463103.00,1107516500.00,20911000000.00,1426000000.00
2022-12-31 00:00:00,OXY,899858944.00,1098512626.00,20765000000.00,984000000.00
2021-12-31 00:00:00,OXY,934074700.00,1083423094.00,30388000000.00,2764000000.00
2020-12-31 00:00:00,OXY,931513313.00,1080564947.00,37299000000.00,2008000000.00
2019-12-31 00:00:00,OXY,,,,
2023-12-31 00:00:00,ODFL,217930932.00,217930932.00,79977000.00,433799000.00
2022-12-31 00:00:00,ODFL,220445638.00,220445638.00,99963000.00,186312000.00
2021-12-31 00:00:00,ODFL,230022344.00,230022344.00,99947000.00,462564000.00
2020-12-31 00:00:00,ODFL,234115392.00,234115392.00,99931000.00,401430000.00
2019-12-31 00:00:00,ODFL,,,,
2023-12-31 00:00:00,OMC,198000000.00,297200000.00,6503500000.00,4432000000.00
2022-12-31 00:00:00,OMC,202700000.00,297200000.00,6494100000.00,4281800000.00
2021-12-31 00:00:00,OMC,209100000.00,297200000.00,6647400000.00,5316800000.00
2020-12-31 00:00:00,OMC,215000000.00,297200000.00,6925200000.00,5600500000.00
2019-12-31 00:00:00,OMC,,,,
2023-12-31 00:00:00,ON,426386426.00,616281996.00,3359800000.00,2483000000.00
2022-12-31 00:00:00,ON,431936415.00,608367713.00,3230700000.00,2919000000.00
2021-12-31 00:00:00,ON,432472818.00,603044079.00,3097500000.00,1352600000.00
2020-12-31 00:00:00,ON,411842629.00,570766439.00,3491300000.00,1080700000.00
2023-12-31 00:00:00,OKE,583093100.00,609713834.00,21764000000.00,338000000.00
2022-12-31 00:00:00,OKE,447157771.00,474916234.00,13701000000.00,220000000.00
2021-12-31 00:00:00,OKE,446138177.00,474916234.00,13732869000.00,146391000.00
2020-12-31 00:00:00,OKE,444872383.00,474916234.00,14337291000.00,524496000.00
2019-12-31 00:00:00,OKE,,,,
2024-05-31 00:00:00,ORCL,2755000000.00,2755000000.00,86869000000.00,10454000000.00
2023-05-31 00:00:00,ORCL,2713000000.00,2713000000.00,90481000000.00,9765000000.00
2022-05-31 00:00:00,ORCL,2665000000.00,2665000000.00,75882000000.00,21383000000.00
2021-05-31 00:00:00,ORCL,2814000000.00,2814000000.00,84245000000.00,30098000000.00
2020-05-31 00:00:00,ORCL,,,,
2023-12-31 00:00:00,OTIS,406600000.00,437000000.00,7307000000.00,1274000000.00
2022-12-31 00:00:00,OTIS,414800000.00,435600000.00,7210000000.00,1189000000.00
2021-12-31 00:00:00,OTIS,425000000.00,434700000.00,7790000000.00,1565000000.00
2020-12-31 00:00:00,OTIS,433400000.00,433400000.00,6497000000.00,1782000000.00
2019-12-31 00:00:00,OTIS,,,,
2023-12-31 00:00:00,PCAR,523300000.00,523340000.00,14234500000.00,7181700000.00
2022-12-31 00:00:00,PCAR,522000000.00,522000000.00,11471600000.00,4690900000.00
2021-12-31 00:00:00,PCAR,520950000.00,520950000.00,10431800000.00,3428300000.00
2020-12-31 00:00:00,PCAR,519900000.00,519900000.00,10853300000.00,3539600000.00
2019-12-31 00:00:00,PCAR,,,,
2023-12-31 00:00:00,PKG,89625000.00,89625000.00,3173200000.00,648000000.00
2022-12-31 00:00:00,PKG,89700000.00,89700000.00,2793100000.00,320000000.00
2021-12-31 00:00:00,PKG,93500000.00,93500000.00,2732300000.00,618700000.00
2020-12-31 00:00:00,PKG,94800000.00,94800000.00,2737900000.00,974600000.00
2019-12-31 00:00:00,PKG,,,,
2024-07-31 00:00:00,PANW,325100000.00,325100000.00,1344400000.00,1535200000.00
2023-07-31 00:00:00,PANW,308300000.00,308300000.00,2270700000.00,1135300000.00
2022-07-31 00:00:00,PANW,298800000.00,298800000.00,3952900000.00,2118500000.00
2021-07-31 00:00:00,PANW,291900000.00,291900000.00,3539400000.00,1874200000.00
2020-07-31 00:00:00,PANW,,,,
2023-12-31 00:00:00,PARA,652702875.00,1155702875.00,15858000000.00,2460000000.00
2022-12-31 00:00:00,PARA,649704664.00,1152704664.00,17274000000.00,2885000000.00
2021-12-31 00:00:00,PARA,648000000.00,1151000000.00,19307000000.00,6267000000.00
2020-12-31 00:00:00,PARA,616979589.00,1119979589.00,21316000000.00,2984000000.00
2019-12-31 00:00:00,PARA,,,,
2024-06-30 00:00:00,PH,128603966.00,181046128.00,10560099000.00,422027000.00
2023-06-30 00:00:00,PH,128433082.00,181046128.00,12559459000.00,475182000.00
2022-06-30 00:00:00,PH,128451172.00,181046128.00,11480135000.00,535799000.00
2021-06-30 00:00:00,PH,129145668.00,181046128.00,6584877000.00,733117000.00
2020-06-30 00:00:00,PH,,,,
2024-05-31 00:00:00,PAYX,360100000.00,360100000.00,866300000.00,1468900000.00
2023-05-31 00:00:00,PAYX,360500000.00,360500000.00,865700000.00,1222000000.00
2022-05-31 00:00:00,PAYX,359900000.00,359900000.00,881200000.00,370000000.00
2021-05-31 00:00:00,PAYX,359800000.00,359800000.00,897100000.00,995200000.00
2020-05-31 00:00:00,PAYX,,,,
2023-12-31 00:00:00,PAYC,56528000.00,62675000.00,,294025000.00
2022-12-31 00:00:00,PAYC,57867000.00,62518000.00,29000000.00,400730000.00
2021-12-31 00:00:00,PAYC,58012000.00,62298000.00,29155000.00,277978000.00
2020-12-31 00:00:00,PAYC,57739000.00,61861000.00,30894000.00,151710000.00
2019-12-31 00:00:00,PAYC,,,32633000.00,
2023-12-31 00:00:00,PYPL,1072000000.00,1317000000.00,9676000000.00,9081000000.00
2022-12-31 00:00:00,PYPL,1136000000.00,1309000000.00,10417000000.00,7776000000.00
